year,practice_id,indicator,denominator,exceptions
1516,C87617,MH010,0,0.0
1516,C88057,MH010,0,0.0
1516,C88061,MH010,0,0.0
1516,C88622,MH010,0,0.0
1516,C88626,MH010,0,0.0
1516,C88643,MH010,1,0.0
1516,C88655,MH010,0,0.0
1516,D82600,MH010,0,0.0
1516,D83615,MH010,0,0.0
1516,E81001,MH010,1,0.0
1516,E81007,MH010,0,0.0
1516,E81031,MH010,0,0.0
1516,E81057,MH010,0,0.0
1516,E81615,MH010,0,0.0
1516,E81631,MH010,1,0.0
1516,E81633,MH010,0,0.0
1516,E81635,MH010,0,0.0
1516,E82028,MH010,2,0.0
1516,E82066,MH010,0,0.0
1516,E82620,MH010,1,0.0
1516,E82643,MH010,0,0.0
1516,E82655,MH010,0,0.0
1516,E83042,MH010,0,0.0
1516,E83633,MH010,0,0.0
1516,E83639,MH010,0,0.0
1516,E83650,MH010,0,0.0
1516,E83654,MH010,0,0.0
1516,E83658,MH010,0,0.0
1516,E83664,MH010,0,0.0
1516,E83668,MH010,0,0.0
1516,E84003,MH010,0,0.0
1516,E84028,MH010,0,0.0
1516,E84030,MH010,0,0.0
1516,E84049,MH010,0,0.0
1516,E84056,MH010,0,0.0
1516,E84066,MH010,0,0.0
1516,E84075,MH010,1,0.0
1516,E84620,MH010,0,0.0
1516,E84624,MH010,0,0.0
1516,E84637,MH010,0,0.0
1516,E84645,MH010,0,0.0
1516,E84646,MH010,0,0.0
1516,E84653,MH010,0,0.0
1516,E84669,MH010,0,0.0
1516,E84696,MH010,1,0.0
1516,E84699,MH010,0,0.0
1516,E84702,MH010,0,0.0
1516,E84704,MH010,0,0.0
1516,E84705,MH010,0,0.0
1516,E84708,MH010,0,0.0
1516,E85006,MH010,0,0.0
1516,E85024,MH010,0,0.0
1516,E85035,MH010,0,0.0
1516,E85044,MH010,0,0.0
1516,E85048,MH010,1,0.0
1516,E85052,MH010,0,0.0
1516,E85060,MH010,0,0.0
1516,E85062,MH010,0,0.0
1516,E85071,MH010,0,0.0
1516,E85075,MH010,0,0.0
1516,E85108,MH010,0,0.0
1516,E85109,MH010,0,0.0
1516,E85110,MH010,0,0.0
1516,E85112,MH010,1,0.0
1516,E85124,MH010,0,0.0
1516,E85623,MH010,0,0.0
1516,E85649,MH010,0,0.0
1516,E85659,MH010,0,0.0
1516,E85672,MH010,0,0.0
1516,E85680,MH010,0,0.0
1516,E85686,MH010,0,0.0
1516,E85696,MH010,0,0.0
1516,E85700,MH010,0,0.0
1516,E85705,MH010,1,0.0
1516,E85707,MH010,0,0.0
1516,E85712,MH010,0,0.0
1516,E85714,MH010,0,0.0
1516,E85727,MH010,0,0.0
1516,E85728,MH010,0,0.0
1516,E85735,MH010,0,0.0
1516,E85743,MH010,0,0.0
1516,E85746,MH010,0,0.0
1516,E85750,MH010,0,0.0
1516,E85755,MH010,0,0.0
1516,E86003,MH010,0,0.0
1516,E86010,MH010,0,0.0
1516,E86030,MH010,1,0.0
1516,E86033,MH010,1,0.0
1516,E86041,MH010,2,0.0
1516,E86609,MH010,0,0.0
1516,E86610,MH010,0,0.0
1516,E86612,MH010,0,0.0
1516,E86615,MH010,0,0.0
1516,E86625,MH010,0,0.0
1516,E87007,MH010,2,0.0
1516,E87057,MH010,0,0.0
1516,E87649,MH010,1,0.0
1516,E87663,MH010,0,0.0
1516,E87691,MH010,0,0.0
1516,E87711,MH010,0,0.0
1516,E87740,MH010,0,0.0
1516,E87756,MH010,1,0.0
1516,F81005,MH010,0,0.0
1516,F81092,MH010,0,0.0
1516,F81110,MH010,0,0.0
1516,F81205,MH010,0,0.0
1516,F81207,MH010,0,0.0
1516,F81218,MH010,0,0.0
1516,F81219,MH010,0,0.0
1516,F81222,MH010,0,0.0
1516,F81619,MH010,0,0.0
1516,F81623,MH010,0,0.0
1516,F81639,MH010,0,0.0
1516,F81640,MH010,0,0.0
1516,F81648,MH010,1,0.0
1516,F81649,MH010,1,0.0
1516,F81652,MH010,0,0.0
1516,F81665,MH010,0,0.0
1516,F81691,MH010,1,0.0
1516,F81695,MH010,0,0.0
1516,F81697,MH010,0,0.0
1516,F81700,MH010,0,0.0
1516,F81707,MH010,0,0.0
1516,F81720,MH010,0,0.0
1516,F81725,MH010,0,0.0
1516,F81740,MH010,0,0.0
1516,F81751,MH010,0,0.0
1516,F81755,MH010,0,0.0
1516,F81756,MH010,1,0.0
1516,F81758,MH010,0,0.0
1516,F82016,MH010,0,0.0
1516,F82023,MH010,0,0.0
1516,F82034,MH010,0,0.0
1516,F82040,MH010,1,0.0
1516,F82055,MH010,0,0.0
1516,F82610,MH010,0,0.0
1516,F82612,MH010,0,0.0
1516,F82627,MH010,0,0.0
1516,F82639,MH010,0,0.0
1516,F82641,MH010,0,0.0
1516,F82643,MH010,0,0.0
1516,F82648,MH010,1,0.0
1516,F82661,MH010,0,0.0
1516,F82686,MH010,0,0.0
1516,F83030,MH010,1,0.0
1516,F83033,MH010,0,0.0
1516,F83034,MH010,1,0.0
1516,F83051,MH010,1,0.0
1516,F83677,MH010,0,0.0
1516,F84035,MH010,0,0.0
1516,F84041,MH010,0,0.0
1516,F84620,MH010,0,0.0
1516,F84631,MH010,0,0.0
1516,F84632,MH010,0,0.0
1516,F84641,MH010,0,0.0
1516,F84642,MH010,0,0.0
1516,F84660,MH010,0,0.0
1516,F84661,MH010,0,0.0
1516,F84673,MH010,0,0.0
1516,F84681,MH010,3,0.0
1516,F84700,MH010,0,0.0
1516,F84706,MH010,0,0.0
1516,F84711,MH010,0,0.0
1516,F84713,MH010,0,0.0
1516,F84729,MH010,0,0.0
1516,F84731,MH010,0,0.0
1516,F84733,MH010,0,0.0
1516,F84739,MH010,1,0.0
1516,F85024,MH010,0,0.0
1516,F85036,MH010,1,0.0
1516,F85043,MH010,4,0.0
1516,F85048,MH010,2,0.0
1516,F85059,MH010,0,0.0
1516,F85067,MH010,4,0.0
1516,F85623,MH010,2,0.0
1516,F85632,MH010,0,0.0
1516,F85678,MH010,0,0.0
1516,F85679,MH010,0,0.0
1516,F85681,MH010,1,0.0
1516,F85697,MH010,0,0.0
1516,F85708,MH010,0,0.0
1516,F86045,MH010,0,0.0
1516,F86612,MH010,0,0.0
1516,F86626,MH010,0,0.0
1516,F86635,MH010,0,0.0
1516,F86686,MH010,0,0.0
1516,F86708,MH010,0,0.0
1516,F86712,MH010,0,0.0
1516,F86731,MH010,2,0.0
1516,G81063,MH010,0,0.0
1516,G81694,MH010,0,0.0
1516,G82029,MH010,0,0.0
1516,G82057,MH010,0,0.0
1516,G82062,MH010,0,0.0
1516,G82103,MH010,0,0.0
1516,G82175,MH010,0,0.0
1516,G82179,MH010,0,0.0
1516,G82184,MH010,0,0.0
1516,G82197,MH010,0,0.0
1516,G82217,MH010,0,0.0
1516,G82235,MH010,0,0.0
1516,G82600,MH010,0,0.0
1516,G82622,MH010,0,0.0
1516,G82635,MH010,0,0.0
1516,G82652,MH010,0,0.0
1516,G82653,MH010,0,0.0
1516,G82667,MH010,0,0.0
1516,G82670,MH010,0,0.0
1516,G82688,MH010,0,0.0
1516,G82706,MH010,2,0.0
1516,G82712,MH010,0,0.0
1516,G82719,MH010,0,0.0
1516,G82726,MH010,0,0.0
1516,G82744,MH010,0,0.0
1516,G82763,MH010,0,0.0
1516,G82796,MH010,3,0.0
1516,G83033,MH010,0,0.0
1516,G83058,MH010,0,0.0
1516,G83068,MH010,1,0.0
1516,G83641,MH010,0,0.0
1516,G83654,MH010,0,0.0
1516,G83663,MH010,0,0.0
1516,G83668,MH010,0,0.0
1516,G84630,MH010,0,0.0
1516,G85019,MH010,1,0.0
1516,G85030,MH010,0,0.0
1516,G85097,MH010,1,0.0
1516,G85099,MH010,0,0.0
1516,G85100,MH010,1,0.0
1516,G85112,MH010,1,0.0
1516,G85118,MH010,0,0.0
1516,G85119,MH010,1,0.0
1516,G85129,MH010,2,0.0
1516,G85130,MH010,2,0.0
1516,G85674,MH010,0,0.0
1516,G85716,MH010,0,0.0
1516,G85736,MH010,1,0.0
1516,H81038,MH010,0,0.0
1516,H81111,MH010,0,0.0
1516,H81118,MH010,4,0.0
1516,H81122,MH010,0,0.0
1516,H81632,MH010,0,0.0
1516,H81641,MH010,0,0.0
1516,H81642,MH010,0,0.0
1516,H81643,MH010,0,0.0
1516,H81663,MH010,1,0.0
1516,H82101,MH010,11,0.0
1516,H83002,MH010,1,0.0
1516,H83011,MH010,0,0.0
1516,H83030,MH010,0,0.0
1516,H83033,MH010,1,0.0
1516,H83608,MH010,0,0.0
1516,H83623,MH010,0,0.0
1516,H83625,MH010,2,0.0
1516,H83626,MH010,0,0.0
1516,H83631,MH010,0,0.0
1516,H83634,MH010,0,0.0
1516,H84031,MH010,1,0.0
1516,H84057,MH010,0,0.0
1516,H84630,MH010,0,0.0
1516,H85072,MH010,1,0.0
1516,H85078,MH010,0,0.0
1516,H85088,MH010,0,0.0
1516,H85090,MH010,1,0.0
1516,H85113,MH010,0,0.0
1516,H85637,MH010,0,0.0
1516,H85659,MH010,0,0.0
1516,H85664,MH010,0,0.0
1516,H85665,MH010,2,0.0
1516,H85691,MH010,0,0.0
1516,J81640,MH010,0,0.0
1516,J82198,MH010,0,0.0
1516,J82217,MH010,0,0.0
1516,J83649,MH010,0,0.0
1516,K81072,MH010,0,0.0
1516,K81094,MH010,0,0.0
1516,K81622,MH010,0,0.0
1516,K81640,MH010,0,0.0
1516,K81647,MH010,0,0.0
1516,K82074,MH010,2,0.0
1516,K83607,MH010,0,0.0
1516,L81050,MH010,0,0.0
1516,L81108,MH010,0,0.0
1516,L81600,MH010,0,0.0
1516,L81617,MH010,0,0.0
1516,L81635,MH010,0,0.0
1516,L82017,MH010,0,0.0
1516,L83117,MH010,1,0.0
1516,L83643,MH010,0,0.0
1516,L85061,MH010,1,0.0
1516,M81090,MH010,0,0.0
1516,M82018,MH010,1,0.0
1516,M82031,MH010,0,0.0
1516,M82604,MH010,0,0.0
1516,M82606,MH010,0,0.0
1516,M83059,MH010,0,0.0
1516,M83061,MH010,0,0.0
1516,M83064,MH010,0,0.0
1516,M83080,MH010,0,0.0
1516,M83090,MH010,0,0.0
1516,M83115,MH010,0,0.0
1516,M83123,MH010,0,0.0
1516,M83130,MH010,1,0.0
1516,M83143,MH010,1,0.0
1516,M83146,MH010,0,0.0
1516,M83619,MH010,0,0.0
1516,M83623,MH010,0,0.0
1516,M83624,MH010,2,0.0
1516,M83631,MH010,0,0.0
1516,M83641,MH010,0,0.0
1516,M83650,MH010,0,0.0
1516,M83678,MH010,0,0.0
1516,M83700,MH010,0,0.0
1516,M83712,MH010,0,0.0
1516,M83719,MH010,0,0.0
1516,M83725,MH010,0,0.0
1516,M83726,MH010,0,0.0
1516,M83733,MH010,0,0.0
1516,M83739,MH010,0,0.0
1516,M84005,MH010,0,0.0
1516,M84009,MH010,0,0.0
1516,M84627,MH010,0,0.0
1516,M85010,MH010,0,0.0
1516,M85082,MH010,0,0.0
1516,M85110,MH010,1,0.0
1516,M85123,MH010,0,0.0
1516,M85127,MH010,0,0.0
1516,M85133,MH010,0,0.0
1516,M85139,MH010,0,0.0
1516,M85149,MH010,0,0.0
1516,M85153,MH010,0,0.0
1516,M85158,MH010,1,0.0
1516,M85170,MH010,1,0.0
1516,M85652,MH010,0,0.0
1516,M85670,MH010,0,0.0
1516,M85676,MH010,0,0.0
1516,M85680,MH010,0,0.0
1516,M85686,MH010,0,0.0
1516,M85694,MH010,0,0.0
1516,M85701,MH010,0,0.0
1516,M85711,MH010,0,0.0
1516,M85732,MH010,0,0.0
1516,M85766,MH010,0,0.0
1516,M85770,MH010,0,0.0
1516,M85779,MH010,0,0.0
1516,M85784,MH010,0,0.0
1516,M85792,MH010,0,0.0
1516,M85801,MH010,0,0.0
1516,M86026,MH010,0,0.0
1516,M86039,MH010,0,0.0
1516,M86045,MH010,0,0.0
1516,M86604,MH010,0,0.0
1516,M86605,MH010,0,0.0
1516,M86610,MH010,0,0.0
1516,M86613,MH010,1,0.0
1516,M86621,MH010,0,0.0
1516,M86633,MH010,0,0.0
1516,M87027,MH010,0,0.0
1516,M87612,MH010,5,0.0
1516,M87617,MH010,1,0.0
1516,M87621,MH010,2,0.0
1516,M87623,MH010,0,0.0
1516,M87638,MH010,1,0.0
1516,M88016,MH010,0,0.0
1516,M88036,MH010,0,0.0
1516,M88041,MH010,0,0.0
1516,M88044,MH010,0,0.0
1516,M88626,MH010,0,0.0
1516,M88628,MH010,0,0.0
1516,M88635,MH010,0,0.0
1516,M88637,MH010,2,0.0
1516,M88639,MH010,0,0.0
1516,M88643,MH010,3,0.0
1516,M88647,MH010,0,0.0
1516,M91009,MH010,0,0.0
1516,M91033,MH010,0,0.0
1516,M91609,MH010,0,0.0
1516,M91613,MH010,0,0.0
1516,M91619,MH010,0,0.0
1516,M91621,MH010,0,0.0
1516,M91625,MH010,0,0.0
1516,M91626,MH010,0,0.0
1516,M91639,MH010,0,0.0
1516,M91640,MH010,0,0.0
1516,M92004,MH010,0,0.0
1516,M92014,MH010,1,0.0
1516,M92042,MH010,1,0.0
1516,M92643,MH010,0,0.0
1516,N81625,MH010,1,0.0
1516,N81637,MH010,1,0.0
1516,N82077,MH010,0,0.0
1516,N82623,MH010,0,0.0
1516,N82648,MH010,0,0.0
1516,N82650,MH010,0,0.0
1516,N82663,MH010,0,0.0
1516,N83017,MH010,0,0.0
1516,N83026,MH010,2,0.0
1516,N83054,MH010,1,0.0
1516,N83601,MH010,0,0.0
1516,N83605,MH010,0,0.0
1516,N83619,MH010,0,0.0
1516,N83628,MH010,0,0.0
1516,N84043,MH010,3,0.0
1516,N84605,MH010,2,0.0
1516,N85022,MH010,2,0.0
1516,P81121,MH010,0,0.0
1516,P81163,MH010,2,0.0
1516,P81170,MH010,0,0.0
1516,P81642,MH010,0,0.0
1516,P81685,MH010,0,0.0
1516,P81686,MH010,0,0.0
1516,P81687,MH010,0,0.0
1516,P81700,MH010,0,0.0
1516,P81722,MH010,0,0.0
1516,P81731,MH010,0,0.0
1516,P81738,MH010,0,0.0
1516,P81740,MH010,0,0.0
1516,P81749,MH010,0,0.0
1516,P81750,MH010,2,0.0
1516,P81756,MH010,1,0.0
1516,P81763,MH010,0,0.0
1516,P81769,MH010,0,0.0
1516,P81770,MH010,0,0.0
1516,P81780,MH010,0,0.0
1516,P82030,MH010,1,0.0
1516,P82036,MH010,0,0.0
1516,P82625,MH010,0,0.0
1516,P82640,MH010,0,0.0
1516,P84062,MH010,1,0.0
1516,P84623,MH010,0,0.0
1516,P84682,MH010,0,0.0
1516,P85004,MH010,0,0.0
1516,P85007,MH010,0,0.0
1516,P85601,MH010,1,0.0
1516,P86002,MH010,1,0.0
1516,P86602,MH010,0,0.0
1516,P87032,MH010,2,0.0
1516,P87627,MH010,1,0.0
1516,P87649,MH010,0,0.0
1516,P87657,MH010,0,0.0
1516,P87661,MH010,0,0.0
1516,P88600,MH010,0,0.0
1516,P88618,MH010,0,0.0
1516,P88624,MH010,1,0.0
1516,P88633,MH010,0,0.0
1516,P89027,MH010,0,0.0
1516,P92012,MH010,0,0.0
1516,P92033,MH010,0,0.0
1516,P92035,MH010,0,0.0
1516,P92616,MH010,0,0.0
1516,Y00020,MH010,0,0.0
1516,Y00056,MH010,0,0.0
1516,Y00057,MH010,0,0.0
1516,Y00110,MH010,1,0.0
1516,Y00186,MH010,0,0.0
1516,Y00200,MH010,1,0.0
1516,Y00304,MH010,0,0.0
1516,Y00344,MH010,0,0.0
1516,Y00352,MH010,0,0.0
1516,Y00471,MH010,0,0.0
1516,Y00527,MH010,0,0.0
1516,Y00758,MH010,0,0.0
1516,Y00902,MH010,0,0.0
1516,Y00996,MH010,0,0.0
1516,Y01068,MH010,0,0.0
1516,Y01090,MH010,0,0.0
1516,Y01139,MH010,0,0.0
1516,Y01177,MH010,0,0.0
1516,Y01221,MH010,0,0.0
1516,Y01948,MH010,0,0.0
1516,Y02129,MH010,0,0.0
1516,Y02274,MH010,2,0.0
1516,Y02319,MH010,0,0.0
1516,Y02344,MH010,0,0.0
1516,Y02464,MH010,0,0.0
1516,Y02477,MH010,0,0.0
1516,Y02483,MH010,0,0.0
1516,Y02495,MH010,0,0.0
1516,Y02507,MH010,0,0.0
1516,Y02512,MH010,2,0.0
1516,Y02515,MH010,0,0.0
1516,Y02569,MH010,1,0.0
1516,Y02578,MH010,0,0.0
1516,Y02581,MH010,0,0.0
1516,Y02586,MH010,0,0.0
1516,Y02589,MH010,0,0.0
1516,Y02596,MH010,0,0.0
1516,Y02597,MH010,0,0.0
1516,Y02611,MH010,0,0.0
1516,Y02614,MH010,0,0.0
1516,Y02620,MH010,0,0.0
1516,Y02624,MH010,0,0.0
1516,Y02626,MH010,0,0.0
1516,Y02638,MH010,0,0.0
1516,Y02639,MH010,0,0.0
1516,Y02674,MH010,0,0.0
1516,Y02684,MH010,0,0.0
1516,Y02692,MH010,0,0.0
1516,Y02701,MH010,0,0.0
1516,Y02778,MH010,0,0.0
1516,Y02868,MH010,0,0.0
1516,Y02875,MH010,0,0.0
1516,Y02884,MH010,0,0.0
1516,Y02885,MH010,0,0.0
1516,Y02886,MH010,0,0.0
1516,Y02887,MH010,0,0.0
1516,Y02936,MH010,0,0.0
1516,Y02961,MH010,0,0.0
1516,Y02999,MH010,0,0.0
1516,Y03597,MH010,0,0.0
1516,Y04662,MH010,0,0.0
1516,Y04786,MH010,0,0.0
1516,Y04887,MH010,0,0.0
1516,Y04965,MH010,0,0.0
1516,Y05008,MH010,1,0.0
1516,Y05080,MH010,0,0.0
1516,A81047,MH010,2,0.0
1516,A81060,MH010,1,0.0
1516,A81063,MH010,1,0.0
1516,A81064,MH010,1,0.0
1516,A81609,MH010,1,0.0
1516,A81610,MH010,3,0.0
1516,A81622,MH010,1,0.0
1516,A81631,MH010,1,0.0
1516,A82045,MH010,1,0.0
1516,A82629,MH010,1,0.0
1516,A82642,MH010,1,0.0
1516,A83071,MH010,1,0.0
1516,A83603,MH010,1,0.0
1516,A83616,MH010,1,0.0
1516,A83626,MH010,1,0.0
1516,A83630,MH010,2,0.0
1516,A83632,MH010,2,0.0
1516,A83638,MH010,1,0.0
1516,A84034,MH010,1,0.0
1516,A84042,MH010,1,0.0
1516,A84604,MH010,1,0.0
1516,A84609,MH010,1,0.0
1516,A85605,MH010,1,0.0
1516,A86026,MH010,1,0.0
1516,A86028,MH010,1,0.0
1516,A86033,MH010,1,0.0
1516,A87012,MH010,1,0.0
1516,A88001,MH010,1,0.0
1516,A88012,MH010,2,0.0
1516,A88023,MH010,1,0.0
1516,A88613,MH010,3,0.0
1516,A88614,MH010,1,0.0
1516,A89024,MH010,1,0.0
1516,A89026,MH010,1,0.0
1516,A89029,MH010,1,0.0
1516,A89041,MH010,3,0.0
1516,A89612,MH010,1,0.0
1516,A89616,MH010,1,0.0
1516,A89617,MH010,2,0.0
1516,A89620,MH010,1,0.0
1516,B81002,MH010,1,0.0
1516,B81012,MH010,1,0.0
1516,B81055,MH010,1,0.0
1516,B81057,MH010,4,0.0
1516,B81075,MH010,1,0.0
1516,B81089,MH010,1,0.0
1516,B81091,MH010,1,0.0
1516,B81606,MH010,1,0.0
1516,B81616,MH010,1,0.0
1516,B81617,MH010,1,0.0
1516,B81648,MH010,1,0.0
1516,B81655,MH010,1,0.0
1516,B81665,MH010,1,0.0
1516,B81675,MH010,1,0.0
1516,B81689,MH010,1,0.0
1516,B82010,MH010,1,0.0
1516,B82029,MH010,1,0.0
1516,B82079,MH010,1,0.0
1516,B82609,MH010,1,0.0
1516,B82628,MH010,1,0.0
1516,B83035,MH010,1,0.0
1516,B83061,MH010,1,0.0
1516,B83070,MH010,1,0.0
1516,B83614,MH010,1,0.0
1516,B83617,MH010,1,0.0
1516,B83621,MH010,1,0.0
1516,B83626,MH010,1,0.0
1516,B83661,MH010,1,0.0
1516,B84010,MH010,1,0.0
1516,B85038,MH010,1,0.0
1516,B85041,MH010,1,0.0
1516,B85055,MH010,1,0.0
1516,B85060,MH010,5,0.0
1516,B85623,MH010,1,0.0
1516,B85640,MH010,1,0.0
1516,B85644,MH010,3,0.0
1516,B86103,MH010,1,0.0
1516,B86110,MH010,2,0.0
1516,B86642,MH010,1,0.0
1516,B86682,MH010,1,0.0
1516,B87602,MH010,1,0.0
1516,C81104,MH010,1,0.0
1516,C81110,MH010,4,0.0
1516,C81604,MH010,2,0.0
1516,C81640,MH010,1,0.0
1516,C82015,MH010,1,0.0
1516,C82106,MH010,2,0.0
1516,C82114,MH010,1,0.0
1516,C82116,MH010,1,0.0
1516,C82120,MH010,1,0.0
1516,C82122,MH010,1,0.0
1516,C82611,MH010,1,0.0
1516,C82624,MH010,1,0.0
1516,C82634,MH010,1,0.0
1516,C82662,MH010,1,0.0
1516,C82671,MH010,1,0.0
1516,C83001,MH010,1,0.0
1516,C83016,MH010,2,0.0
1516,C83033,MH010,2,0.0
1516,C83053,MH010,2,0.0
1516,C83078,MH010,1,0.0
1516,C83631,MH010,1,0.0
1516,C83653,MH010,1,0.0
1516,C84096,MH010,1,0.0
1516,C84136,MH010,1,0.0
1516,C84138,MH010,1,0.0
1516,C84602,MH010,1,0.0
1516,C84647,MH010,1,0.0
1516,C84672,MH010,2,0.0
1516,C84692,MH010,1,0.0
1516,C84693,MH010,1,0.0
1516,C84695,MH010,2,0.0
1516,C84703,MH010,1,0.0
1516,C84714,MH010,2,0.0
1516,C84717,MH010,2,0.0
1516,C85001,MH010,1,0.0
1516,C85009,MH010,1,0.0
1516,C85614,MH010,1,0.0
1516,C85622,MH010,1,0.0
1516,C85624,MH010,1,0.0
1516,C85628,MH010,1,0.0
1516,C86609,MH010,1,0.0
1516,C86611,MH010,1,0.0
1516,C86616,MH010,1,0.0
1516,C86623,MH010,1,0.0
1516,C86625,MH010,1,0.0
1516,C87024,MH010,1,0.0
1516,C87606,MH010,1,0.0
1516,C87608,MH010,1,0.0
1516,C87622,MH010,1,0.0
1516,C88021,MH010,1,0.0
1516,C88040,MH010,4,0.0
1516,C88054,MH010,3,0.0
1516,C88082,MH010,1,0.0
1516,C88083,MH010,2,0.0
1516,C88086,MH010,1,0.0
1516,C88090,MH010,1,0.0
1516,C88091,MH010,1,0.0
1516,C88631,MH010,1,0.0
1516,C88638,MH010,1,0.0
1516,C88647,MH010,1,0.0
1516,C88656,MH010,1,0.0
1516,D81064,MH010,1,0.0
1516,D81065,MH010,1,0.0
1516,D81611,MH010,1,0.0
1516,D81645,MH010,2,0.0
1516,E81016,MH010,1,0.0
1516,E81025,MH010,2,0.0
1516,E81030,MH010,1,0.0
1516,E81048,MH010,1,0.0
1516,E81063,MH010,2,0.0
1516,E81065,MH010,1,0.0
1516,E82034,MH010,1,0.0
1516,E82070,MH010,1,0.0
1516,E82104,MH010,2,0.0
1516,E82113,MH010,2,0.0
1516,E82644,MH010,1,0.0
1516,E82652,MH010,1,0.0
1516,E83036,MH010,1,0.0
1516,E83039,MH010,1,0.0
1516,E83046,MH010,2,0.0
1516,E83638,MH010,1,0.0
1516,E84007,MH010,1,0.0
1516,E84020,MH010,1,0.0
1516,E84036,MH010,2,0.0
1516,E84042,MH010,1,0.0
1516,E84048,MH010,1,0.0
1516,E84051,MH010,1,0.0
1516,E84063,MH010,1,0.0
1516,E84067,MH010,1,0.0
1516,E84070,MH010,1,0.0
1516,E84078,MH010,1,0.0
1516,E84635,MH010,1,0.0
1516,E84638,MH010,1,0.0
1516,E84657,MH010,2,0.0
1516,E84667,MH010,1,0.0
1516,E84681,MH010,1,0.0
1516,E84713,MH010,1,0.0
1516,E85005,MH010,1,0.0
1516,E85015,MH010,1,0.0
1516,E85018,MH010,1,0.0
1516,E85021,MH010,2,0.0
1516,E85023,MH010,1,0.0
1516,E85046,MH010,2,0.0
1516,E85049,MH010,1,0.0
